,region_code,region_name,geo_code,geo_name,board_number,list_code,list_name,political_color,lead,position,gender,surname,name,birth_surname,birth_name,birthday,occupation,age
17413,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,10,F,BEAULIEU,Lydia,BEAULIEU,Lydia,1974-06-22,Ingénieur et cadre technique d'entreprise,46.92
17414,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,11,M,MARIE-LOUISE,Jean-Louis,MARIE-LOUISE,Jean-Louis,1969-10-09,Chef d'entreprise de 10 salariés ou plus,51.62
17415,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,12,F,GENOT PLESDIN,Rose-Marie,GENOT,Rose-Marie,1958-05-22,Commerçant et assimilé,63.01
17416,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,13,M,COLER,Thierry,COLER,Thierry,1965-12-28,Cadre de la fonction publique,55.4
17417,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,14,F,PAMPHILE,Véronique,PAMPHILE,Véronique,1965-08-16,Cadre administratif et commercial d'entreprise,55.77
17418,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,15,M,BONTE,Maurice,BONTE,Sylvère,1949-06-20,Ancien cadre,71.93
17419,2,Martinique,ZB2, Nord,1,5,ALIANS MATINIK,LDVG,Non,16,F,"ROY-BELLEPLAINE, CLEMENTE","Stéphanie, Christiane",ROY-BELLEPLAINE,Stéphanie,1950-11-28,Ancien cadre,70.49
17420,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Oui,1,M,LETCHIMY,Serge,LETCHIMY,Serge,1953-01-13,Ancien cadre,68.36
17421,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,2,F,DI GERONIMO,Bénédicte,DI GERONIMO,Bénédicte,1977-11-12,Cadre administratif et commercial d'entreprise,43.53
17422,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,3,M,LAGUERRE,Didier,LAGUERRE,Didier,1966-10-01,"Professeur, profession scientifique",54.64
17423,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,4,F,MONROSE,Michelle,MONROSE,Michelle,1984-07-11,"Professeur, profession scientifique",36.87
17424,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,5,M,DUVERGER,Jean-Claude,DUVERGER,Jean-Claude,1948-06-14,Ancien cadre,72.94
17425,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,6,F,CASANOVA,Sandra,CASANOVA,Sandra,1975-03-29,Chef d'entreprise de 10 salariés ou plus,46.15
17426,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,7,M,VENTADOUR,Alexandre,VENTADOUR,Alexandre,1981-04-13,Chef d'entreprise de 10 salariés ou plus,40.11
17427,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,8,F,RAVIN,Marie-Ange,RAVIN,Marie-Ange,1951-05-05,Artisan,70.05
17428,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,9,M,CHAMMAS,Charles,CHAMMAS,Charles,1965-06-30,"Professeur, profession scientifique",55.9
17429,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,10,F,VERTALE LORIOT,Valérie,VERTALE,Valérie,1974-04-16,"Professeur, profession scientifique",47.1
17430,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,11,M,GHUNAIM,Manuel,GHUNAIM,Manuel,1973-04-14,"Professeur, profession scientifique",48.11
17431,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,12,F,ALEINS,Audrey,ALEINS,Audrey,1980-03-25,Employé administratif d'entreprise,41.16
17432,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,13,M,BLEZES,José,BLEZES,José,1958-06-28,Cadre de la fonction publique,62.9
17433,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,14,F,JOACHIM MIRVILLE,Sabrina,JOACHIM,Sabrina,1986-05-14,Employé administratif d'entreprise,35.03
17434,2,Martinique,ZB3, Fort-de-France,1,5,ALIANS MATINIK,LDVG,Non,15,M,MICHAUX,Charles-Henri,MICHAUX,Octave,1945-01-04,Ancien cadre,76.38
17435,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,1,M,MONROSE,Nicaise,MONROSE,Nicaise,1961-09-24,Cadre administratif et commercial d'entreprise,59.66
17436,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,2,F,PANZO,Jocelyne,ADIGERY,Paulette,1956-01-30,Ancien employé,65.31
17437,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,3,M,RENE-CORAIL,Arnaud,RENE-CORAIL,Arnaud,1954-05-03,Ancien cadre,67.06
17438,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,4,F,DUNON,Rosalie,DUNON,Native,1951-08-09,Ancien employé,69.79
17439,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,5,M,ODONNAT,Fernand Bruno,ODONNAT,Fernand,1965-06-10,Chef d'entreprise de 10 salariés ou plus,55.95
17440,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,6,F,ACCUS ADAINE,Nadia,ACCUS,Nadia,1975-07-17,"Professeur des écoles, instituteur et assimilé",45.85
17441,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,7,M,DINAL,David,DINAL,Laurent,1952-10-08,Profession libérale,68.62
17442,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,8,F,BELLAY RAVION,Léa,BELLAY,Léa,1971-01-08,"Professeur des écoles, instituteur et assimilé",50.37
17443,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,9,M,TOUSSAY,Hervé,TOUSSAY,Hervé,1959-10-18,Chef d'entreprise de 10 salariés ou plus,61.6
17444,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,10,F,"BRUSSET, LUCE-VERONIQUE",Lydie,LUCE-VERONIQUE,Lydie,1959-12-18,"Professeur, profession scientifique",61.43
17445,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,11,M,TELGA,Jimmy,TELGA,Jimmy,1985-09-30,Employé civil et agent de service de la fonction publique,35.65
17446,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,12,F,PIQUIONNE,Christelle,PIQUIONNE,Christelle,1979-09-06,Profession intermédiaire de la santé et du travail social,41.71
17447,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,13,M,MAURICE,José,MAURICE,José,1962-11-22,Agriculteur sur moyenne exploitation,58.5
17448,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,14,F,PIERRE-EMILE,Marcelle,PIERRE-EMILE,Marcelle,1981-04-23,Cadre administratif et commercial d'entreprise,40.08
17449,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,15,M,CABIT,Frantz,CABIT,Frantz,1962-10-10,Chef d'entreprise de 10 salariés ou plus,58.62
17450,2,Martinique,ZB4, Sud,1,5,ALIANS MATINIK,LDVG,Non,16,F,"LOUIS-THERESE, BURLET",Patricia,LOUIS-THERESE,Patricia,1971-02-16,Employé civil et agent de service de la fonction publique,50.27
17451,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,1,F,BONHEUR,Rita,BONHEUR,Rita,1958-07-01,Cadre de la fonction publique,62.9
17452,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,2,M,RAYMOND,Franck,RAYMOND,Franck,1953-10-28,Ancien employé,67.57
17453,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,3,F,RANGOLY,Jacqueline,RANGOLY,Mariee,1951-04-25,Profession intermédiaire de la santé et du travail social,70.08
17454,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,4,M,RELAUTTE,Félix,RELAUTTE,Félix,1939-05-30,"Professeur, profession scientifique",81.98
17455,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,5,F,CAGE,Nicole,CAGE,Nicole,1965-12-09,"Profession de l'information, des arts et des spectacles",55.46
17456,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,6,M,LAGIER,Fred,LAGIER,Fred,1977-10-17,Technicien,43.6
17457,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,7,F,MILIDATE,Rose-Hélène,MILIDATE,Rose-Hélène,1974-04-22,Profession intermédiaire administrative et commerciale des entreprises,47.09
17458,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,8,M,RICHARDSON,Patrick,RICHARDSON,Patrick,1959-02-09,Employé de commerce,62.29
17459,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,9,F,LOUIS-MIRTILE,Géraldine,LOUIS-MIRTILE,Géraldine,1975-05-19,Employé de commerce,46.02
17460,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,10,M,JEANNET,Jean-Marc,JEANNET,Jean-Marc,1963-05-06,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),58.05
17461,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,11,F,BONHEUR,Mélody,BONHEUR,Mélody,1989-08-05,Employé administratif d'entreprise,31.8
17462,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,12,M,ROSIER-COCO,Victor,ROSIER-COCO,Victor,1950-02-25,Employé de commerce,71.24
17463,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,13,F,NIVERT,Gabrielle,NIVERT,Gabrielle,1964-09-28,Employé de commerce,56.65
17464,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,14,M,RENEL,François,RENEL,François,1954-08-23,Artisan,66.75
17465,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,15,F,JEAN-BAPTISTE,Rosalie,JEAN-BAPTISTE,Rosalie,1971-10-25,Ingénieur et cadre technique d'entreprise,49.58
17466,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,16,M,LANDAU,Pierre-Philippe,LANDAU,Pierre-Philippe,1958-02-14,"Professeur, profession scientifique",63.27
17467,2,Martinique,ZB1, Centre,2,16,RESPE,LEXG,Non,17,F,LINISE,Maguy,LINISE,Maguy,1955-03-24,Profession intermédiaire de la santé et du travail social,66.17
17468,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Oui,1,M,SELLAYE,Marcel,SELLAYE,Marcel,1954-06-17,Profession intermédiaire de la santé et du travail social,66.93
17469,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,2,F,BROCHE,Marie-Louise,BROCHE,Marie-Louise,1952-06-01,Ancienne profession intermédiaire,68.98
17470,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,3,M,DELAGE,Denis,DELAGE,Denis,1950-01-09,Ancienne profession intermédiaire,71.37
17471,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,4,F,BELLEAU,Sonia,BELLEAU,Sonia,1961-03-05,Profession intermédiaire de la santé et du travail social,60.22
17472,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,5,M,AÏNAMA,Garry,AÏNAMA,Garry,1983-11-30,"Professeur des écoles, instituteur et assimilé",37.48
17473,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,6,F,DUCART,Denise,DUCART,Denise,1955-03-01,Ancienne profession intermédiaire,66.23
17474,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,7,M,HERELLE,Youri,HERELLE,Youri,1988-10-08,Artisan,32.62
17475,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,8,F,ANGELO,Léa,ANGELO,Léa,1972-10-31,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),48.56
17476,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,9,M,GRANJEAN,Frédéric,GRANDJEAN,Frédéric,1965-09-09,Commerçant et assimilé,55.7
17477,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,10,F,RETOUR,Vanessa,RETOUR,Vanessa,1982-11-29,Profession intermédiaire administrative et commerciale des entreprises,38.48
17478,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,11,M,CARUGE,Jean,CARUGE,Jean,1945-11-25,Ancienne profession intermédiaire,75.49
17479,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,12,F,GUIOUBLY,Francine,GUIOUBLY,Francine,1965-01-02,Employé administratif d'entreprise,56.39
17480,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,13,M,SELLAYE,Benjamin,SELLAYE,Benjamin,1957-03-31,Ancien cadre,64.15
17481,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,14,F,CORBION,Alicia,CORBION,Alicia,1972-12-18,Profession intermédiaire administrative de la fonction publique,48.43
17482,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,15,M,VITULIN,Jonathan,VITULIN,Jonathan,1990-03-22,Employé de commerce,31.17
17483,2,Martinique,ZB2, Nord,2,16,RESPE,LEXG,Non,16,F,CHARLES,Nicole,CHARLES,Nicole,1951-12-28,Cadre de la fonction publique,69.4
17484,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,1,M,PIERRE-CHARLES,Philippe,PIERRE-CHARLES,Philippe,1946-02-02,"Professeur, profession scientifique",75.3
17485,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,2,F,HARDY-DESSOURCES,Marie-Josèphe,HARDY-DESSOURCES,Marie-Josèphe,1954-08-29,"Professeur, profession scientifique",66.74
17486,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,3,M,DORLEANS,Max,DORLEANS,Max,1952-01-27,Ancien cadre,69.32
17487,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,4,F,CHICOT,Claudia,CHICOT,Claudia,1965-11-20,Employé de commerce,55.51
17488,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,5,M,BEROL,Marcel,BEROL,Marcel,1968-09-09,Employé civil et agent de service de la fonction publique,52.7
17489,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,6,F,JEAN-BAPTISTE,Valérie,JEAN-BAPTISTE,Valérie,1969-06-08,Employé de commerce,51.96
17490,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,7,M,MAHIER,Marc,MAHIER,Marc,1988-06-24,Ouvrier qualifié de type artisanal,32.91
17491,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,8,F,CRETINOIR,Flora,CRETINOIR,Flora,1959-12-10,Employé civil et agent de service de la fonction publique,61.45
17492,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,9,M,FLAVIEN,Emile,FLAVIEN,Emile,1954-01-21,Ancienne profession intermédiaire,67.34
17493,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,10,F,CLEMENT,Emmanuelle,CLEMENT,Emmanuelle,1963-07-09,"Professeur des écoles, instituteur et assimilé",57.88
17494,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,11,M,GERMACK,Jean-Baptiste,GERMACK,Jean-Baptiste,1942-05-15,Ancienne profession intermédiaire,79.03
17495,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,12,F,CHEVRY,Yvette,CHEVRY,Marie,1973-11-03,Employé de commerce,47.55
17496,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,13,M,BOIS,Alain,BOIS,Alain,1955-10-07,Profession intermédiaire de la santé et du travail social,65.63
17497,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,14,F,COUDIN,Denise,FAUGERON,Denise,1964-03-29,Personnel des services directs aux particuliers,57.15
17498,2,Martinique,ZB3, Fort-de-France,2,16,RESPE,LEXG,Non,15,M,BOUHOT,Gérard,BOUHOT,Gérard,1952-04-28,Ancien cadre,69.07
17499,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,1,F,ARNAULD,George,ARNAULD,George,1953-06-03,Ancienne profession intermédiaire,67.97
17500,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,2,M,CELESTIN,Fabrice,CELESTIN,Fabrice,1967-07-24,Employé de commerce,53.83
17501,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,3,F,SELLAYE,Laura,SELLAYE,Laura,1985-11-27,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),35.49
17502,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,4,M,CONCY,Philippe,CONCY,Philippe,1942-11-26,Ancienne profession intermédiaire,78.49
17503,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,5,F,CIDALISE,Michèle,CIDALISE,Michèle,1955-05-26,"Professeur, profession scientifique",66.0
17504,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,6,M,NADIR,Laurent,NADIR,Laurent,1963-08-13,Technicien,57.78
17505,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,7,F,PICOULY,Armande,PICOULY,Armande,1967-03-10,Employé de commerce,54.21
17506,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,8,M,FONTAINE,Alfred,FONTAINE,Alfred,1950-11-10,Profession intermédiaire administrative de la fonction publique,70.54
17507,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,9,F,JEAN-CHRISTOPHE,Annie,JEAN-CHRISTOPHE,Annie,1963-12-27,Profession intermédiaire de la santé et du travail social,57.41
17508,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,10,M,HIERSO,Elie,HIERSO,Elie,1959-04-26,Profession intermédiaire de la santé et du travail social,62.08
17509,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,11,F,MARTINY,Dominique,MARTINY,Dominique,1969-04-08,Employé de commerce,52.13
17510,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,12,M,LANOIX,Pierre,LANOIX,Pierre,1971-04-19,Technicien,50.1
17511,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,13,F,DONDON,Jeanne,DONDON,Jeanne,1937-04-20,Ancienne profession intermédiaire,84.09
17512,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,14,M,SABIN,Myo,SABIN,Myo,1981-05-13,"Ouvrier qualifié de la manutention, du magasinage et du transport",40.03
17513,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,15,F,BOURDIN,Annie,BOURDIN,Annie,1952-06-27,Profession intermédiaire administrative de la fonction publique,68.91
17514,2,Martinique,ZB4, Sud,2,16,RESPE,LEXG,Non,16,M,APAT,René,APAT,Joseph,1957-03-29,Ancien cadre,64.15
17515,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,1,M,TAVERNIER,Samuel,TAVERNIER,Joseph,1958-06-01,Ancien cadre,62.98
17516,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,2,F,CHARLEC,Annick Sabas,CHARLEC,Annick,1962-05-12,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),59.03
17517,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,3,M,PETITO,Patrick,PETITO,Pierre,1959-01-31,Ancienne profession intermédiaire,62.31
17518,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,4,F,COLER,Gwladys Marie-Michelle,COLER,Gwladys,1983-10-01,Employé civil et agent de service de la fonction publique,37.65
17519,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,5,M,AGOT,Emile Eloi,AGOT,Emile,1969-01-12,Chef d'entreprise de 10 salariés ou plus,52.36
17520,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,6,F,TOUSSAINT,Tania Edith,TOUSSAINT,Tania,1986-11-06,Cadre administratif et commercial d'entreprise,34.55
17521,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,7,M,HARNAIS,Wiltord,HARNAIS,Modeste,1960-03-13,"Professeur des écoles, instituteur et assimilé",61.2
17522,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,8,F,TELLE,Louise,TELLE,Louise,1958-01-17,Cadre de la fonction publique,63.35
17523,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,9,M,VERNEUIL-SAINTE-LUCE,David,VERNEUIL-SAINTE-LUCE,Olivier,1979-01-13,"Professeur des écoles, instituteur et assimilé",42.36
17524,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,10,F,LITTRE EPOUSE JEAN-BAPTISTE-AUGUSTIN,Nadiège,LITTRE,Nadiège,1972-02-03,Chef d'entreprise de 10 salariés ou plus,49.3
17525,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,11,M,BARTHELERY,Richard,BARTHELERY,Richard,1952-07-03,Ancien cadre,68.89
17526,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,12,F,ARINNE,Miguelle Calixte,ARINNE,Miguelle,1970-10-14,"Professeur, profession scientifique",50.61
17527,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,13,M,LANOIX,Jean,LANOIX,Jean,1955-06-17,Ancien cadre,65.94
17528,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,14,F,DE GONZALGUE,Catherine,DE GONZALGUE,Catherine,1971-04-03,Profession intermédiaire administrative et commerciale des entreprises,50.14
17529,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,15,M,OCTAVIE,Paul Alain,OCTAVIE,Paul,1957-01-26,Artisan,64.32
17530,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,16,F,BAUR,Marie-Hélène,BAUR,Marie-Hélène,1980-11-12,Employé civil et agent de service de la fonction publique,40.53
17531,2,Martinique,ZB1, Centre,3,14,ANSAM POU PEYI NOU,LREG,Non,17,M,FERJUL,Philippe,FERJUL,Philippe,1961-01-27,Technicien,60.32
